tick	action_x	action_y	x	y
531	1	-1	190.58578491210938	398.58578491210938
532	1	1	192	400
533	0	0	192	400
534	0	0	192	400
535	0	0	192	400
536	0	0	192	400
537	0	0	192	400
538	0	0	192	400
539	0	0	192	400
540	0	0	192	400
541	0	0	192	400
542	0	0	192	400
543	0	0	192	400
544	0	0	192	400
545	0	0	192	400
546	0	0	192	400
547	0	0	192	400
548	0	0	192	400
549	0	0	192	400
550	0	0	192	400
551	0	0	192	400
552	0	0	192	400
553	0	0	192	400
554	0	0	192	400
555	0	0	192	400
556	0	0	192	400
557	0	0	192	400
558	0	0	192	400
559	0	0	192	400
560	0	0	192	400
561	0	0	192	400
562	0	0	192	400
563	0	0	192	400
564	0	0	192	400
565	0	0	192	400
566	0	0	192	400
567	0	0	192	400
568	0	0	192	400
569	0	0	192	400
570	0	0	192	400
571	0	0	192	400
572	0	0	192	400
573	0	0	192	400
574	0	0	192	400
575	0	0	192	400
576	0	0	192	400
577	0	0	192	400
578	0	0	192	400
579	0	0	192	400
580	0	0	192	400
581	0	0	192	400
582	0	0	192	400
583	0	0	192	400
584	0	0	192	400
585	0	0	192	400
586	0	0	192	400
587	0	0	192	400
588	0	0	192	400
589	0	0	192	400
590	0	0	192	400
591	0	0	192	400
592	0	0	192	400
593	0	0	192	400
594	0	0	192	400
595	0	0	192	400
596	0	0	192	400
597	0	0	192	400
598	0	0	192	400
599	0	0	192	400
