file	sub	start	end	instructions	reference_world
ecldata6.ecl	34	15992	16784	33	NOT_IMPLEMENTED
ecldata6.ecl	35	16784	17576	33	NOT_IMPLEMENTED
ecldata6.ecl	36	17576	18316	36	NOT_IMPLEMENTED
ecldata6.ecl	37	18316	18688	16	NOT_IMPLEMENTED
ecldata6.ecl	38	18688	19296	24	NOT_IMPLEMENTED
ecldata6.ecl	39	19296	19444	8	NOT_IMPLEMENTED
ecldata6.ecl	40	19444	20748	65	NOT_IMPLEMENTED
ecldata6.ecl	41	20748	20956	5	NOT_IMPLEMENTED
ecldata6.ecl	42	20956	21464	19	NOT_IMPLEMENTED
ecldata6.ecl	43	21464	21648	9	NOT_IMPLEMENTED
ecldata6.ecl	44	21648	22152	26	NOT_IMPLEMENTED
ecldata6.ecl	45	22152	22444	11	NOT_IMPLEMENTED
ecldata6.ecl	46	22444	22736	11	NOT_IMPLEMENTED
ecldata6.ecl	47	22736	23080	16	NOT_IMPLEMENTED
ecldata6.ecl	48	23080	23460	20	NOT_IMPLEMENTED
ecldata6.ecl	49	23460	23552	4	NOT_IMPLEMENTED
ecldata6.ecl	50	23552	24772	56	NOT_IMPLEMENTED
ecldata6.ecl	51	24772	25900	51	NOT_IMPLEMENTED
ecldata6.ecl	52	25900	27312	26	NOT_IMPLEMENTED
ecldata6.ecl	53	27312	27388	2	NOT_IMPLEMENTED
ecldata6.ecl	54	27388	27868	21	NOT_IMPLEMENTED
ecldata6.ecl	55	27868	28836	41	NOT_IMPLEMENTED
ecldata6.ecl	56	28836	30268	26	NOT_IMPLEMENTED
ecldata6.ecl	57	30268	30592	11	NOT_IMPLEMENTED
ecldata6.ecl	58	30592	30856	8	NOT_IMPLEMENTED
ecldata6.ecl	59	30856	31120	8	NOT_IMPLEMENTED
ecldata6.ecl	60	31120	31460	14	NOT_IMPLEMENTED
ecldata6.ecl	61	31460	31484	1	NOT_IMPLEMENTED
ecldata6.ecl	62	31484	32608	48	NOT_IMPLEMENTED
ecldata6.ecl	63	32608	34100	30	NOT_IMPLEMENTED
ecldata6.ecl	64	34100	34524	16	NOT_IMPLEMENTED
ecldata6.ecl	65	34524	34824	16	NOT_IMPLEMENTED
ecldata6.ecl	66	34824	35060	10	NOT_IMPLEMENTED
ecldata6.ecl	67	35060	35980	36	NOT_IMPLEMENTED
ecldata6.ecl	68	35980	37392	29	NOT_IMPLEMENTED
ecldata6.ecl	69	37392	37588	5	NOT_IMPLEMENTED
ecldata6.ecl	70	37588	37736	8	NOT_IMPLEMENTED
ecldata6.ecl	71	37736	39364	64	NOT_IMPLEMENTED
ecldata6.ecl	72	39364	39620	14	NOT_IMPLEMENTED
ecldata6.ecl	73	39620	42204	78	NOT_IMPLEMENTED
ecldata6.ecl	74	42204	42408	8	NOT_IMPLEMENTED
ecldata6.ecl	75	42408	42836	20	NOT_IMPLEMENTED
ecldata6.ecl	76	42836	42848	0	NOT_IMPLEMENTED
ecldata6.ecl	77	42848	44044	55	NOT_IMPLEMENTED
ecldata6.ecl	78	44044	45876	47	NOT_IMPLEMENTED
ecldata6.ecl	79	45876	46372	19	NOT_IMPLEMENTED
ecldata6.ecl	80	46372	46988	25	NOT_IMPLEMENTED
ecldata6.ecl	81	46988	47792	30	NOT_IMPLEMENTED
ecldata6.ecl	82	47792	48596	30	NOT_IMPLEMENTED
ecldata6.ecl	83	48596	48760	7	NOT_IMPLEMENTED
ecldata6.ecl	84	48760	50176	57	NOT_IMPLEMENTED
ecldata6.ecl	85	50176	50712	21	NOT_IMPLEMENTED
ecldata6.ecl	86	50712	50892	8	NOT_IMPLEMENTED
ecldata6.ecl	87	50892	50932	2	NOT_IMPLEMENTED
ecldata6sp.ecl	0	396	1452	47	NOT_IMPLEMENTED
ecldata6sp.ecl	1	1452	2552	49	NOT_IMPLEMENTED
ecldata6sp.ecl	2	2552	3736	53	NOT_IMPLEMENTED
ecldata6sp.ecl	3	3736	3964	10	NOT_IMPLEMENTED
ecldata6sp.ecl	4	3964	4452	21	NOT_IMPLEMENTED
ecldata6sp.ecl	5	4452	5100	32	NOT_IMPLEMENTED
ecldata6sp.ecl	6	5100	5760	27	NOT_IMPLEMENTED
ecldata6sp.ecl	7	5760	5908	8	NOT_IMPLEMENTED
ecldata6sp.ecl	8	5908	6140	8	NOT_IMPLEMENTED
ecldata6sp.ecl	9	6140	8252	60	NOT_IMPLEMENTED
ecldata6sp.ecl	10	8252	8576	12	NOT_IMPLEMENTED
ecldata6sp.ecl	11	8576	9052	21	NOT_IMPLEMENTED
ecldata6sp.ecl	12	9052	9528	21	NOT_IMPLEMENTED
ecldata6sp.ecl	13	9528	10080	25	NOT_IMPLEMENTED
ecldata6sp.ecl	14	10080	10188	6	NOT_IMPLEMENTED
ecldata6sp.ecl	15	10188	10312	7	NOT_IMPLEMENTED
ecldata6sp.ecl	16	10312	10548	12	NOT_IMPLEMENTED
ecldata6sp.ecl	17	10548	10788	13	NOT_IMPLEMENTED
ecldata6sp.ecl	18	10788	11304	24	NOT_IMPLEMENTED
ecldata6sp.ecl	19	11304	11520	12	NOT_IMPLEMENTED
ecldata6sp.ecl	20	11520	11952	19	NOT_IMPLEMENTED
ecldata6sp.ecl	21	11952	12540	26	NOT_IMPLEMENTED
ecldata6sp.ecl	22	12540	13332	33	NOT_IMPLEMENTED
ecldata6sp.ecl	23	13332	14124	33	NOT_IMPLEMENTED
ecldata6sp.ecl	24	14124	14864	36	NOT_IMPLEMENTED
ecldata6sp.ecl	25	14864	15236	16	NOT_IMPLEMENTED
ecldata6sp.ecl	26	15236	15844	24	NOT_IMPLEMENTED
ecldata6sp.ecl	27	15844	15992	8	NOT_IMPLEMENTED
ecldata6sp.ecl	28	15992	17296	65	NOT_IMPLEMENTED
ecldata6sp.ecl	29	17296	17504	5	NOT_IMPLEMENTED
ecldata6sp.ecl	30	17504	18012	19	NOT_IMPLEMENTED
ecldata6sp.ecl	31	18012	18196	9	NOT_IMPLEMENTED
ecldata6sp.ecl	32	18196	18700	26	NOT_IMPLEMENTED
ecldata6sp.ecl	33	18700	18992	11	NOT_IMPLEMENTED
ecldata6sp.ecl	34	18992	19284	11	NOT_IMPLEMENTED
ecldata6sp.ecl	35	19284	19628	16	NOT_IMPLEMENTED
ecldata6sp.ecl	36	19628	20008	20	NOT_IMPLEMENTED
ecldata6sp.ecl	37	20008	20100	4	NOT_IMPLEMENTED
ecldata6sp.ecl	38	20100	21320	56	NOT_IMPLEMENTED
ecldata6sp.ecl	39	21320	22448	51	NOT_IMPLEMENTED
ecldata6sp.ecl	40	22448	23860	26	NOT_IMPLEMENTED
ecldata6sp.ecl	41	23860	23936	2	NOT_IMPLEMENTED
ecldata6sp.ecl	42	23936	24416	21	NOT_IMPLEMENTED
ecldata6sp.ecl	43	24416	25384	41	NOT_IMPLEMENTED
ecldata6sp.ecl	44	25384	26816	26	NOT_IMPLEMENTED
ecldata6sp.ecl	45	26816	27140	11	NOT_IMPLEMENTED
ecldata6sp.ecl	46	27140	27404	8	NOT_IMPLEMENTED
ecldata6sp.ecl	47	27404	27668	8	NOT_IMPLEMENTED
ecldata6sp.ecl	48	27668	28008	14	NOT_IMPLEMENTED
ecldata6sp.ecl	49	28008	28032	1	NOT_IMPLEMENTED
ecldata6sp.ecl	50	28032	29156	48	NOT_IMPLEMENTED
ecldata6sp.ecl	51	29156	30648	30	NOT_IMPLEMENTED
ecldata6sp.ecl	52	30648	31072	16	NOT_IMPLEMENTED
ecldata6sp.ecl	53	31072	31372	16	NOT_IMPLEMENTED
ecldata6sp.ecl	54	31372	31608	10	NOT_IMPLEMENTED
ecldata6sp.ecl	55	31608	32528	36	NOT_IMPLEMENTED
ecldata6sp.ecl	56	32528	33940	29	NOT_IMPLEMENTED
ecldata6sp.ecl	57	33940	34136	5	NOT_IMPLEMENTED
ecldata6sp.ecl	58	34136	34284	8	NOT_IMPLEMENTED
ecldata6sp.ecl	59	34284	35912	64	NOT_IMPLEMENTED
ecldata6sp.ecl	60	35912	36168	14	NOT_IMPLEMENTED
ecldata6sp.ecl	61	36168	38752	78	NOT_IMPLEMENTED
ecldata6sp.ecl	62	38752	38956	8	NOT_IMPLEMENTED
ecldata6sp.ecl	63	38956	39384	20	NOT_IMPLEMENTED
ecldata6sp.ecl	64	39384	39396	0	NOT_IMPLEMENTED
ecldata6sp.ecl	65	39396	40592	55	NOT_IMPLEMENTED
ecldata6sp.ecl	66	40592	42424	47	NOT_IMPLEMENTED
ecldata6sp.ecl	67	42424	42920	19	NOT_IMPLEMENTED
ecldata6sp.ecl	68	42920	43536	25	NOT_IMPLEMENTED
ecldata6sp.ecl	69	43536	44340	30	NOT_IMPLEMENTED
ecldata6sp.ecl	70	44340	45144	30	NOT_IMPLEMENTED
ecldata6sp.ecl	71	45144	45308	7	NOT_IMPLEMENTED
ecldata6sp.ecl	72	45308	46724	57	NOT_IMPLEMENTED
ecldata6sp.ecl	73	46724	47260	21	NOT_IMPLEMENTED
ecldata6sp.ecl	74	47260	47440	8	NOT_IMPLEMENTED
ecldata6sp.ecl	75	47440	47480	2	NOT_IMPLEMENTED
ecldata6sp.ecl	76	47480	48200	25	NOT_IMPLEMENTED
ecldata6sp.ecl	77	48200	48276	2	NOT_IMPLEMENTED
ecldata6sp.ecl	78	48276	48428	7	NOT_IMPLEMENTED
ecldata6sp.ecl	79	48428	49148	28	NOT_IMPLEMENTED
ecldata6sp.ecl	80	49148	50720	74	NOT_IMPLEMENTED
ecldata7.ecl	0	428	988	25	NOT_IMPLEMENTED
ecldata7.ecl	1	988	1168	9	NOT_IMPLEMENTED
ecldata7.ecl	2	1168	1484	13	NOT_IMPLEMENTED
ecldata7.ecl	3	1484	1664	9	NOT_IMPLEMENTED
ecldata7.ecl	4	1664	1960	13	NOT_IMPLEMENTED
ecldata7.ecl	5	1960	2140	9	NOT_IMPLEMENTED
ecldata7.ecl	6	2140	2400	11	NOT_IMPLEMENTED
ecldata7.ecl	7	2400	2948	25	NOT_IMPLEMENTED
ecldata7.ecl	8	2948	3168	9	NOT_IMPLEMENTED
ecldata7.ecl	9	3168	3316	8	NOT_IMPLEMENTED
ecldata7.ecl	10	3316	3588	12	NOT_IMPLEMENTED
ecldata7.ecl	11	3588	4644	47	NOT_IMPLEMENTED
ecldata7.ecl	12	4644	5744	49	NOT_IMPLEMENTED
ecldata7.ecl	13	5744	6928	53	NOT_IMPLEMENTED
ecldata7.ecl	14	6928	7416	21	NOT_IMPLEMENTED
ecldata7.ecl	15	7416	8064	32	NOT_IMPLEMENTED
ecldata7.ecl	16	8064	8724	27	NOT_IMPLEMENTED
ecldata7.ecl	17	8724	8872	8	NOT_IMPLEMENTED
ecldata7.ecl	18	8872	9104	8	NOT_IMPLEMENTED
ecldata7.ecl	19	9104	11216	60	NOT_IMPLEMENTED
ecldata7.ecl	20	11216	11540	12	NOT_IMPLEMENTED
ecldata7.ecl	21	11540	11800	12	NOT_IMPLEMENTED
ecldata7.ecl	22	11800	12004	9	NOT_IMPLEMENTED
ecldata7.ecl	23	12004	12572	26	NOT_IMPLEMENTED
ecldata7.ecl	24	12572	13644	48	NOT_IMPLEMENTED
ecldata7.ecl	25	13644	14732	49	NOT_IMPLEMENTED
ecldata7.ecl	26	14732	14940	11	NOT_IMPLEMENTED
ecldata7.ecl	27	14940	15548	27	NOT_IMPLEMENTED
ecldata7.ecl	28	15548	16200	28	NOT_IMPLEMENTED
ecldata7.ecl	29	16200	16852	28	NOT_IMPLEMENTED
ecldata7.ecl	30	16852	17100	11	NOT_IMPLEMENTED
ecldata7.ecl	31	17100	18276	57	NOT_IMPLEMENTED
ecldata7.ecl	32	18276	19100	36	NOT_IMPLEMENTED
ecldata7.ecl	33	19100	19276	9	NOT_IMPLEMENTED
ecldata7.ecl	34	19276	20508	61	NOT_IMPLEMENTED
ecldata7.ecl	35	20508	20664	6	NOT_IMPLEMENTED
ecldata7.ecl	36	20664	21452	29	NOT_IMPLEMENTED
ecldata7.ecl	37	21452	21636	9	NOT_IMPLEMENTED
ecldata7.ecl	38	21636	22192	28	NOT_IMPLEMENTED
ecldata7.ecl	39	22192	22608	17	NOT_IMPLEMENTED
ecldata7.ecl	40	22608	22820	7	NOT_IMPLEMENTED
ecldata7.ecl	41	22820	22936	4	NOT_IMPLEMENTED
ecldata7.ecl	42	22936	23328	21	NOT_IMPLEMENTED
ecldata7.ecl	43	23328	23420	4	NOT_IMPLEMENTED
ecldata7.ecl	44	23420	24684	58	NOT_IMPLEMENTED
ecldata7.ecl	45	24684	25848	52	NOT_IMPLEMENTED
ecldata7.ecl	46	25848	26228	20	NOT_IMPLEMENTED
ecldata7.ecl	47	26228	26608	20	NOT_IMPLEMENTED
ecldata7.ecl	48	26608	26988	20	NOT_IMPLEMENTED
ecldata7.ecl	49	26988	27368	20	NOT_IMPLEMENTED
ecldata7.ecl	50	27368	29340	51	NOT_IMPLEMENTED
ecldata7.ecl	51	29340	29612	15	NOT_IMPLEMENTED
ecldata7.ecl	52	29612	30828	50	NOT_IMPLEMENTED
ecldata7.ecl	53	30828	31900	46	NOT_IMPLEMENTED
ecldata7.ecl	54	31900	32052	5	NOT_IMPLEMENTED
ecldata7.ecl	55	32052	33852	44	NOT_IMPLEMENTED
ecldata7.ecl	56	33852	34028	9	NOT_IMPLEMENTED
ecldata7.ecl	57	34028	34324	11	NOT_IMPLEMENTED
ecldata7.ecl	58	34324	35916	65	NOT_IMPLEMENTED
ecldata7.ecl	59	35916	36052	5	NOT_IMPLEMENTED
ecldata7.ecl	60	36052	36316	12	NOT_IMPLEMENTED
ecldata7.ecl	61	36316	37932	34	NOT_IMPLEMENTED
ecldata7.ecl	62	37932	38704	32	NOT_IMPLEMENTED
ecldata7.ecl	63	38704	39476	32	NOT_IMPLEMENTED
ecldata7.ecl	64	39476	39672	10	NOT_IMPLEMENTED
ecldata7.ecl	65	39672	40004	13	NOT_IMPLEMENTED
ecldata7.ecl	66	40004	40144	5	NOT_IMPLEMENTED
ecldata7.ecl	67	40144	41652	32	NOT_IMPLEMENTED
ecldata7.ecl	68	41652	42504	31	NOT_IMPLEMENTED
ecldata7.ecl	69	42504	43168	29	NOT_IMPLEMENTED
ecldata7.ecl	70	43168	43440	15	NOT_IMPLEMENTED
ecldata7.ecl	71	43440	46708	117	NOT_IMPLEMENTED
ecldata7.ecl	72	46708	47580	38	NOT_IMPLEMENTED
ecldata7.ecl	73	47580	50856	148	NOT_IMPLEMENTED
ecldata7.ecl	74	50856	53496	112	NOT_IMPLEMENTED
ecldata7.ecl	75	53496	54284	37	NOT_IMPLEMENTED
ecldata7.ecl	76	54284	55092	38	NOT_IMPLEMENTED
ecldata7.ecl	77	55092	56396	22	NOT_IMPLEMENTED
ecldata7.ecl	78	56396	56556	6	NOT_IMPLEMENTED
ecldata7.ecl	79	56556	56920	15	NOT_IMPLEMENTED
ecldata7.ecl	80	56920	58204	21	NOT_IMPLEMENTED
ecldata7.ecl	81	58204	58856	27	NOT_IMPLEMENTED
ecldata7.ecl	82	58856	60140	21	NOT_IMPLEMENTED
ecldata7.ecl	83	60140	60672	22	NOT_IMPLEMENTED
ecldata7.ecl	84	60672	61976	22	NOT_IMPLEMENTED
ecldata7.ecl	85	61976	62464	19	NOT_IMPLEMENTED
ecldata7.ecl	86	62464	62868	16	NOT_IMPLEMENTED
ecldata7.ecl	87	62868	64152	21	NOT_IMPLEMENTED
ecldata7.ecl	88	64152	66340	88	NOT_IMPLEMENTED
ecldata7sp.ecl	0	408	1464	47	NOT_IMPLEMENTED
ecldata7sp.ecl	1	1464	2564	49	NOT_IMPLEMENTED
ecldata7sp.ecl	2	2564	3748	53	NOT_IMPLEMENTED
ecldata7sp.ecl	3	3748	3976	10	NOT_IMPLEMENTED
ecldata7sp.ecl	4	3976	4464	21	NOT_IMPLEMENTED
ecldata7sp.ecl	5	4464	5112	32	NOT_IMPLEMENTED
ecldata7sp.ecl	6	5112	5772	27	NOT_IMPLEMENTED
ecldata7sp.ecl	7	5772	5920	8	NOT_IMPLEMENTED
ecldata7sp.ecl	8	5920	6152	8	NOT_IMPLEMENTED
ecldata7sp.ecl	9	6152	8264	60	NOT_IMPLEMENTED
ecldata7sp.ecl	10	8264	8588	12	NOT_IMPLEMENTED
ecldata7sp.ecl	11	8588	8848	12	NOT_IMPLEMENTED
ecldata7sp.ecl	12	8848	9052	9	NOT_IMPLEMENTED
ecldata7sp.ecl	13	9052	9620	26	NOT_IMPLEMENTED
ecldata7sp.ecl	14	9620	10692	48	NOT_IMPLEMENTED
ecldata7sp.ecl	15	10692	11780	49	NOT_IMPLEMENTED
ecldata7sp.ecl	16	11780	11988	11	NOT_IMPLEMENTED
ecldata7sp.ecl	17	11988	12596	27	NOT_IMPLEMENTED
ecldata7sp.ecl	18	12596	13248	28	NOT_IMPLEMENTED
ecldata7sp.ecl	19	13248	13900	28	NOT_IMPLEMENTED
ecldata7sp.ecl	20	13900	14148	11	NOT_IMPLEMENTED
ecldata7sp.ecl	21	14148	15324	57	NOT_IMPLEMENTED
ecldata7sp.ecl	22	15324	16148	36	NOT_IMPLEMENTED
ecldata7sp.ecl	23	16148	16324	9	NOT_IMPLEMENTED
ecldata7sp.ecl	24	16324	17556	61	NOT_IMPLEMENTED
ecldata7sp.ecl	25	17556	17712	6	NOT_IMPLEMENTED
ecldata7sp.ecl	26	17712	18500	29	NOT_IMPLEMENTED
ecldata7sp.ecl	27	18500	18684	9	NOT_IMPLEMENTED
ecldata7sp.ecl	28	18684	19240	28	NOT_IMPLEMENTED
ecldata7sp.ecl	29	19240	19656	17	NOT_IMPLEMENTED
ecldata7sp.ecl	30	19656	19868	7	NOT_IMPLEMENTED
ecldata7sp.ecl	31	19868	19984	4	NOT_IMPLEMENTED
ecldata7sp.ecl	32	19984	20376	21	NOT_IMPLEMENTED
ecldata7sp.ecl	33	20376	20468	4	NOT_IMPLEMENTED
ecldata7sp.ecl	34	20468	21732	58	NOT_IMPLEMENTED
ecldata7sp.ecl	35	21732	22896	52	NOT_IMPLEMENTED
ecldata7sp.ecl	36	22896	23276	20	NOT_IMPLEMENTED
ecldata7sp.ecl	37	23276	23656	20	NOT_IMPLEMENTED
ecldata7sp.ecl	38	23656	24036	20	NOT_IMPLEMENTED
ecldata7sp.ecl	39	24036	24416	20	NOT_IMPLEMENTED
ecldata7sp.ecl	40	24416	26388	51	NOT_IMPLEMENTED
ecldata7sp.ecl	41	26388	26660	15	NOT_IMPLEMENTED
ecldata7sp.ecl	42	26660	27876	50	NOT_IMPLEMENTED
ecldata7sp.ecl	43	27876	28948	46	NOT_IMPLEMENTED
ecldata7sp.ecl	44	28948	29100	5	NOT_IMPLEMENTED
ecldata7sp.ecl	45	29100	30900	44	NOT_IMPLEMENTED
ecldata7sp.ecl	46	30900	31076	9	NOT_IMPLEMENTED
ecldata7sp.ecl	47	31076	31372	11	NOT_IMPLEMENTED
ecldata7sp.ecl	48	31372	32964	65	NOT_IMPLEMENTED
ecldata7sp.ecl	49	32964	33100	5	NOT_IMPLEMENTED
ecldata7sp.ecl	50	33100	33364	12	NOT_IMPLEMENTED
ecldata7sp.ecl	51	33364	34980	34	NOT_IMPLEMENTED
ecldata7sp.ecl	52	34980	35752	32	NOT_IMPLEMENTED
ecldata7sp.ecl	53	35752	36524	32	NOT_IMPLEMENTED
ecldata7sp.ecl	54	36524	36720	10	NOT_IMPLEMENTED
ecldata7sp.ecl	55	36720	37052	13	NOT_IMPLEMENTED
ecldata7sp.ecl	56	37052	37192	5	NOT_IMPLEMENTED
ecldata7sp.ecl	57	37192	38700	32	NOT_IMPLEMENTED
ecldata7sp.ecl	58	38700	39552	31	NOT_IMPLEMENTED
ecldata7sp.ecl	59	39552	40216	29	NOT_IMPLEMENTED
ecldata7sp.ecl	60	40216	40488	15	NOT_IMPLEMENTED
ecldata7sp.ecl	61	40488	43756	117	NOT_IMPLEMENTED
ecldata7sp.ecl	62	43756	44628	38	NOT_IMPLEMENTED
ecldata7sp.ecl	63	44628	47904	148	NOT_IMPLEMENTED
ecldata7sp.ecl	64	47904	50544	112	NOT_IMPLEMENTED
ecldata7sp.ecl	65	50544	51332	37	NOT_IMPLEMENTED
ecldata7sp.ecl	66	51332	52140	38	NOT_IMPLEMENTED
ecldata7sp.ecl	67	52140	53444	22	NOT_IMPLEMENTED
ecldata7sp.ecl	68	53444	53604	6	NOT_IMPLEMENTED
ecldata7sp.ecl	69	53604	53968	15	NOT_IMPLEMENTED
ecldata7sp.ecl	70	53968	55252	21	NOT_IMPLEMENTED
ecldata7sp.ecl	71	55252	55904	27	NOT_IMPLEMENTED
ecldata7sp.ecl	72	55904	57188	21	NOT_IMPLEMENTED
ecldata7sp.ecl	73	57188	57720	22	NOT_IMPLEMENTED
ecldata7sp.ecl	74	57720	59024	22	NOT_IMPLEMENTED
ecldata7sp.ecl	75	59024	59512	19	NOT_IMPLEMENTED
ecldata7sp.ecl	76	59512	59916	16	NOT_IMPLEMENTED
ecldata7sp.ecl	77	59916	61200	21	NOT_IMPLEMENTED
ecldata7sp.ecl	78	61200	63388	88	NOT_IMPLEMENTED
ecldata7sp.ecl	79	63388	65888	112	NOT_IMPLEMENTED
ecldata7sp.ecl	80	65888	66516	27	NOT_IMPLEMENTED
ecldata7sp.ecl	81	66516	68488	90	NOT_IMPLEMENTED
ecldata7sp.ecl	82	68488	68672	8	NOT_IMPLEMENTED
ecldata7sp.ecl	83	68672	70684	95	NOT_IMPLEMENTED
ecldata8.ecl	0	696	880	10	NOT_IMPLEMENTED
ecldata8.ecl	1	880	1048	6	NOT_IMPLEMENTED
ecldata8.ecl	2	1048	1232	10	NOT_IMPLEMENTED
ecldata8.ecl	3	1232	1400	6	NOT_IMPLEMENTED
ecldata8.ecl	4	1400	1584	10	NOT_IMPLEMENTED
ecldata8.ecl	5	1584	1752	6	NOT_IMPLEMENTED
ecldata8.ecl	6	1752	1952	11	NOT_IMPLEMENTED
ecldata8.ecl	7	1952	2200	8	NOT_IMPLEMENTED
ecldata8.ecl	8	2200	2384	10	NOT_IMPLEMENTED
ecldata8.ecl	9	2384	2632	8	NOT_IMPLEMENTED
ecldata8.ecl	10	2632	3480	37	NOT_IMPLEMENTED
ecldata8.ecl	11	3480	4308	36	NOT_IMPLEMENTED
ecldata8.ecl	12	4308	4500	10	NOT_IMPLEMENTED
ecldata8.ecl	13	4500	4648	6	NOT_IMPLEMENTED
ecldata8.ecl	14	4648	4940	11	NOT_IMPLEMENTED
ecldata8.ecl	15	4940	5500	25	NOT_IMPLEMENTED
ecldata8.ecl	16	5500	5680	9	NOT_IMPLEMENTED
ecldata8.ecl	17	5680	5856	6	NOT_IMPLEMENTED
ecldata8.ecl	18	5856	6036	9	NOT_IMPLEMENTED
ecldata8.ecl	19	6036	6172	5	NOT_IMPLEMENTED
ecldata8.ecl	20	6172	6352	9	NOT_IMPLEMENTED
ecldata8.ecl	21	6352	6488	5	NOT_IMPLEMENTED
ecldata8.ecl	22	6488	7244	34	NOT_IMPLEMENTED
ecldata8.ecl	23	7244	7424	9	NOT_IMPLEMENTED
ecldata8.ecl	24	7424	7560	5	NOT_IMPLEMENTED
ecldata8.ecl	25	7560	7740	9	NOT_IMPLEMENTED
ecldata8.ecl	26	7740	7876	5	NOT_IMPLEMENTED
ecldata8.ecl	27	7876	8056	9	NOT_IMPLEMENTED
ecldata8.ecl	28	8056	8212	6	NOT_IMPLEMENTED
ecldata8.ecl	29	8212	9404	54	NOT_IMPLEMENTED
ecldata8.ecl	30	9404	9448	2	NOT_IMPLEMENTED
ecldata8.ecl	31	9448	9628	9	NOT_IMPLEMENTED
ecldata8.ecl	32	9628	9764	5	NOT_IMPLEMENTED
ecldata8.ecl	33	9764	9944	9	NOT_IMPLEMENTED
ecldata8.ecl	34	9944	10076	5	NOT_IMPLEMENTED
ecldata8.ecl	35	10076	10256	9	NOT_IMPLEMENTED
ecldata8.ecl	36	10256	10412	6	NOT_IMPLEMENTED
ecldata8.ecl	37	10412	10592	9	NOT_IMPLEMENTED
ecldata8.ecl	38	10592	10744	6	NOT_IMPLEMENTED
ecldata8.ecl	39	10744	10924	9	NOT_IMPLEMENTED
ecldata8.ecl	40	10924	11080	6	NOT_IMPLEMENTED
ecldata8.ecl	41	11080	11276	8	NOT_IMPLEMENTED
ecldata8.ecl	42	11276	11472	8	NOT_IMPLEMENTED
ecldata8.ecl	43	11472	11668	8	NOT_IMPLEMENTED
ecldata8.ecl	44	11668	11864	8	NOT_IMPLEMENTED
ecldata8.ecl	45	11864	11912	3	NOT_IMPLEMENTED
ecldata8.ecl	46	11912	12968	47	NOT_IMPLEMENTED
ecldata8.ecl	47	12968	14068	49	NOT_IMPLEMENTED
ecldata8.ecl	48	14068	15252	53	NOT_IMPLEMENTED
ecldata8.ecl	49	15252	15480	10	NOT_IMPLEMENTED
ecldata8.ecl	50	15480	15968	21	NOT_IMPLEMENTED
ecldata8.ecl	51	15968	17116	43	NOT_IMPLEMENTED
ecldata8.ecl	52	17116	18364	39	NOT_IMPLEMENTED
ecldata8.ecl	53	18364	19028	24	NOT_IMPLEMENTED
ecldata8.ecl	54	19028	19172	8	NOT_IMPLEMENTED
ecldata8.ecl	55	19172	19380	11	NOT_IMPLEMENTED
ecldata8.ecl	56	19380	20820	54	NOT_IMPLEMENTED
ecldata8.ecl	57	20820	21384	22	NOT_IMPLEMENTED
ecldata8.ecl	58	21384	21448	2	NOT_IMPLEMENTED
ecldata8.ecl	59	21448	21656	11	NOT_IMPLEMENTED
ecldata8.ecl	60	21656	22740	39	NOT_IMPLEMENTED
ecldata8.ecl	61	22740	23988	39	NOT_IMPLEMENTED
ecldata8.ecl	62	23988	24652	24	NOT_IMPLEMENTED
ecldata8.ecl	63	24652	24796	8	NOT_IMPLEMENTED
ecldata8.ecl	64	24796	25868	48	NOT_IMPLEMENTED
ecldata8.ecl	65	25868	26104	12	NOT_IMPLEMENTED
ecldata8.ecl	66	26104	26656	24	NOT_IMPLEMENTED
ecldata8.ecl	67	26656	27108	17	NOT_IMPLEMENTED
ecldata8.ecl	68	27108	27624	26	NOT_IMPLEMENTED
ecldata8.ecl	69	27624	28076	17	NOT_IMPLEMENTED
ecldata8.ecl	70	28076	28592	26	NOT_IMPLEMENTED
ecldata8.ecl	71	28592	29044	17	NOT_IMPLEMENTED
ecldata8.ecl	72	29044	29576	27	NOT_IMPLEMENTED
ecldata8.ecl	73	29576	29824	10	NOT_IMPLEMENTED
ecldata8.ecl	74	29824	30340	26	NOT_IMPLEMENTED
ecldata8.ecl	75	30340	30588	10	NOT_IMPLEMENTED
ecldata8.ecl	76	30588	31132	28	NOT_IMPLEMENTED
ecldata8.ecl	77	31132	31476	14	NOT_IMPLEMENTED
ecldata8.ecl	78	31476	32036	29	NOT_IMPLEMENTED
ecldata8.ecl	79	32036	32380	14	NOT_IMPLEMENTED
ecldata8.ecl	80	32380	32924	28	NOT_IMPLEMENTED
ecldata8.ecl	81	32924	33144	8	NOT_IMPLEMENTED
ecldata8.ecl	82	33144	33600	23	NOT_IMPLEMENTED
ecldata8.ecl	83	33600	34056	23	NOT_IMPLEMENTED
ecldata8.ecl	84	34056	34480	22	NOT_IMPLEMENTED
ecldata8.ecl	85	34480	34572	4	NOT_IMPLEMENTED
ecldata8.ecl	86	34572	35756	54	NOT_IMPLEMENTED
ecldata8.ecl	87	35756	36900	52	NOT_IMPLEMENTED
ecldata8.ecl	88	36900	38128	55	NOT_IMPLEMENTED
ecldata8.ecl	89	38128	38172	2	NOT_IMPLEMENTED
ecldata8.ecl	90	38172	38212	2	NOT_IMPLEMENTED
ecldata8.ecl	91	38212	39236	45	NOT_IMPLEMENTED
ecldata8.ecl	92	39236	40688	65	NOT_IMPLEMENTED
